Panel_markerID,BI_markerID,Chr,Pos
Chr15_021482715,Chr15_021482715,Chr15,21482715
Chr15_021615282,Chr15_021615282,Chr15,21615282
Chr15_021760081,Chr15_021760081,Chr15,21760081
Chr15_021933178,Chr15_021933178,Chr15,21933178
Chr15_022087301,Chr15_022087301,Chr15,22087301
Chr15_022265941,Chr15_022265941,Chr15,22265941
Chr15_022394076,Chr15_022394076,Chr15,22394076
Chr15_022592186,Chr15_022592186,Chr15,22592186
Chr15_022628523,Chr15_022628523,Chr15,22628523
Chr15_022910794,Chr15_022910794,Chr15,22910794
Chr15_022975916,Chr15_022975916,Chr15,22975916
Chr15_023161836,Chr15_023161836,Chr15,23161836
